!prob.|identifier|coord1 (ICRS,J2000)|plx|radvel|Mag U|Mag B|Mag V|Mag R|Mag G|Mag I|Mag J|Mag H|Mag K|spec. type
!------|-----------------------------------|---------------------------------------|---------|-------------|---------|---------|---------|---------|---------|---------|---------|---------|---------|---------------
100|[BVM98] M 67 54|08 51 04.43 +11 41 51.6|~|~|~|21.02|19.36|~|~|~|~|~|~|~
76|2MASS J08511776+1304064|08 51 17.7554806848 +13 04 06.494958840|1.1536|~|~|~|~|~|18.016451|~|15.758|15.114|14.904|~
100|2MASS J08511790+1239518|08 51 17.8950198120 +12 39 51.917670144|3.8311|20.896799|~|~|~|~|14.625749|~|12.656|11.996|11.811|M0.6
100|2MASS J08511960+1045305|08 51 19.5976856736 +10 45 30.472076412|0.2618|101.120003|~|~|~|~|14.316543|~|12.803|12.253|12.175|~
100|2MASS J08512123+1149162|08 51 21.2226292752 +11 49 16.025097540|1.3042|~|~|~|~|~|19.652296|~|16.807|15.961|15.720|~
100|2MASS J08512140+1240008|08 51 21.3975197808 +12 40 01.015260600|1.8954|63.929298|~|~|~|~|14.979895|~|13.398|12.882|12.732|~
76|2MASS J08512222+1344192|08 51 22.2171422784 +13 44 19.286173248|1.0505|~|~|~|~|~|17.444582|~|15.272|14.613|14.414|~
85|2MASS J08513035+1316448|08 51 30.3455792544 +13 16 44.985939636|1.3395|~|~|~|~|~|18.338911|~|15.962|15.197|15.013|~
100|2MASS J08514096+1040499|08 51 40.9646830944 +10 40 50.025678996|0.2664|72.052101|~|~|~|~|14.929116|~|13.408|12.887|12.790|~
100|2MASS J08514277+1238418|08 51 42.7698069408 +12 38 42.010386792|0.1414|44.357101|~|~|~|~|13.694373|~|12.084|11.502|11.387|~
100|2MASS J08515373+1313134|08 51 53.7285248352 +13 13 13.337930172|1.2835|-43.510300|~|~|~|~|12.121887|~|10.583|10.076|9.944|~
100|2MASS J08515955+1246247|08 51 59.5479283368 +12 46 24.669479280|0.5415|113.402000|~|~|~|~|12.838240|~|11.175|10.616|10.491|~
93|2MASS J08520221+1223438|08 52 02.1997461720 +12 23 44.184566004|1.0277|~|~|~|~|~|19.239138|~|16.714|16.020|15.828|~
100|2MASS J08520460+1309413|08 52 04.6100259504 +13 09 41.241566700|0.1858|26.006300|~|~|~|~|13.844111|~|12.360|11.866|11.770|~
100|2MASS J08520773+1030288|08 52 07.7324369112 +10 30 28.834266384|0.3136|87.824699|~|~|~|~|14.539492|~|12.948|12.388|12.304|~
100|2MASS J08521459+1046339|08 52 14.6003243976 +10 46 33.995483472|1.9983|10.518700|~|~|~|~|14.541279|~|13.101|12.621|12.551|~
100|2MASS J08521752+1100352|08 52 17.5229802288 +11 00 35.304777432|1.851|-53.681801|~|~|~|~|14.693544|~|13.276|12.780|12.684|~
100|2MASS J08522323+1059387|08 52 23.23608 +10 59 38.7672|~|~|~|~|~|~|~|~|12.312|11.662|11.425|~
100|2MASS J08522332+1250027|08 52 23.3211536208 +12 50 02.739999624|2.6392|6.560790|~|~|~|~|14.203473|~|12.778|12.274|12.200|~
96|2MASS J08523011+1148261|08 52 30.1042582872 +11 48 25.923321288|1.4988|~|~|~|~|~|19.723482|~|16.892|16.180|15.731|~
76|2MASS J08523146+1040203|08 52 31.4654071248 +10 40 20.271878760|0.9496|~|~|~|~|~|17.821653|~|15.834|15.118|14.875|~
100|2MASS J08523545+1032564|08 52 35.4567286080 +10 32 56.464967868|0.2384|26.367800|~|~|~|~|12.961186|~|11.462|10.962|10.874|~
100|2MASS J08523652+1210070|08 52 36.5339689752 +12 10 06.695410476|1.4061|~|~|~|~|~|19.115974|~|16.494|16.086|15.503|~
100|2MASS J08523751+1050537|08 52 37.5201854088 +10 50 53.846438928|4.6333|6.7|~|~|~|~|14.458533|~|12.383|11.684|11.543|M0.8
100|2MASS J08523764+1035062|08 52 37.6419098112 +10 35 06.113121432|1.1693|-13.949400|~|11.53|10.31|~|9.858642|~|7.943|7.286|7.126|~
100|2MASS J08523766+1139349|08 52 37.6510763112 +11 39 34.863871824|1.1989|~|~|~|~|~|19.341627|~|16.599|15.845|15.841|~
100|2MASS J08523784+1209204|08 52 37.8463889544 +12 09 20.200080384|1.1121|~|~|~|~|~|18.732901|~|16.257|15.530|15.384|~
100|2MASS J08523813+1314527|08 52 38.1331139832 +13 14 52.586128464|0.7127|17.727400|~|~|~|~|11.845226|~|10.236|9.729|9.567|~
70|2MASS J08524070+1036087|08 52 40.7327714832 +10 36 08.914424868|1.4191|~|~|~|~|~|18.981190|~|16.389|15.639|15.383|~
100|2MASS J08524373+1231523|08 52 43.7593721256 +12 31 52.213511676|0.4599|4|~|~|~|~|19.546442|~|16.88|16.16|~|M2V
100|2MASS J08524532+1050549|08 52 45.3230090568 +10 50 55.022217648|0.3533|77.4|~|~|~|~|13.659452|~|12.048|11.499|11.355|~
97|2MASS J08524733+1210338|08 52 47.3448116376 +12 10 33.770456292|1.1669|~|~|~|~|~|18.721050|~|16.147|15.429|15.304|~
78|2MASS J08525201+1015528|08 52 52.0236143304 +10 15 52.912150452|1.7248|~|~|~|~|~|18.465858|~|15.850|15.452|15.001|~
100|2MASS J08525347+1048530|08 52 53.4807529368 +10 48 53.126982540|0.6824|-38.7|~|~|~|~|11.941279|~|10.154|9.603|9.429|~
100|2MASS J08525400+1049588|08 52 54.0100861948 +10 49 58.878312803|13.8646|9.496720|~|~|~|~|15.669412|~|12.716|12.161|11.852|~
100|2MASS J08525582+1056409|08 52 55.8284432976 +10 56 40.990413912|14.5032|18.903000|~|~|~|~|13.059783|~|10.781|10.165|9.885|M1V
100|2MASS J08530046+1027117|08 53 00.4737584952 +10 27 11.723400432|1.0605|-11.380600|~|12.32|11.69|~|11.298672|~|9.85|9.318|9.213|~
100|2MASS J08530181+1145067|08 53 01.7943026304 +11 45 07.033330836|1.1618|~|~|~|~|~|19.494854|~|16.926|16.304|16.326|~
100|2MASS J08530356+1150407|08 53 03.5751057576 +11 50 40.702266708|1.6249|~|~|~|~|~|19.220482|~|16.809|16.110|15.793|~
100|2MASS J08530433+1054197|08 53 04.3419146880 +10 54 19.819034568|1.9893|-5.010590|~|~|~|~|15.735211|~|13.832|13.198|13.059|~
100|2MASS J08530444+1155521|08 53 04.4360329704 +11 55 52.000551300|1.4858|~|~|~|~|~|18.171476|~|15.868|15.189|14.806|~
100|2MASS J08530915+1051224|08 53 09.1466273856 +10 51 22.458061620|2.369|1.511630|~|~|~|~|14.958832|~|13.308|12.723|12.571|~
100|2MASS J08531057+1141062|08 53 10.5616332768 +11 41 06.193370076|1.0724|~|~|~|~|~|19.521755|~|16.828|16.371|15.604|~
0|2MASS J08531108+1100596|08 53 11.0812364448 +11 00 59.645221344|0.7774|102.4|~|~|~|~|11.516400|~|9.701|9.084|8.948|~
80|2MASS J08531133+1246101|08 53 11.3400966312 +12 46 10.232756004|0.9562|~|~|~|~|~|18.263554|~|15.860|15.344|15.135|~
0|2MASS J08532217+1241133|08 53 22.1751752280 +12 41 13.263033660|1.0224|-4.215120|~|~|~|~|14.704957|~|13.432|13.016|12.859|~
80|2MASS J08532330+1049502|08 53 23.2996978944 +10 49 50.266057872|1.2775|~|~|~|~|~|17.469778|~|15.327|14.749|14.507|~
100|2MASS J08532503+1040506|08 53 25.0416867192 +10 40 50.730003948|1.019|24.036900|~|11.31|9.90|~|9.629086|~|7.935|7.330|7.222|~
100|2MASS J08534927+1237197|08 53 49.2746181792 +12 37 19.564226472|3.176|46.941101|~|~|~|~|14.999492|~|13.062|12.353|12.228|M1.1
100|2MASS J08535379+1246512|08 53 53.7975090480 +12 46 51.138972156|0.3207|29.700800|~|~|~|~|13.424827|~|11.783|11.228|11.054|~
100|2MASS J08535694+1304561|08 53 56.9454641304 +13 04 55.956799560|0.566|128.473999|~|~|~|~|12.723405|~|11.150|10.570|10.450|~
79|2MASS J08535932+1040378|08 53 59.3375148384 +10 40 37.905364848|1.2531|~|~|~|~|~|17.685169|~|15.334|14.720|14.397|~
100|2MASS J08540404+1236352|08 54 04.0447474944 +12 36 35.175627720|0.4171|79.809303|~|~|~|~|12.432390|~|10.780|10.212|10.094|~
100|2MASS J08540699+1212175|08 54 06.9880300632 +12 12 17.576828136|0.8188|14.249400|~|13.33|12.35|~|12.060573|~|10.509|10.036|9.910|~
75|2MASS J08540818+0939025|08 54 08.1784565040 +09 39 02.525315292|1.5242|~|~|~|~|~|19.577477|~|16.633|16.240|15.328|~
100|2MASS J08540947+1214531|08 54 09.4657529832 +12 14 53.220809400|0.1631|55.401600|~|~|~|~|14.597023|~|13.129|12.617|12.497|~
68|2MASS J08541687+0949067|08 54 16.8468575520 +09 49 06.816984780|0.5821|~|~|~|~|~|18.814415|~|16.473|15.870|15.777|~
100|2MASS J08542116+1131162|08 54 21.1649533200 +11 31 16.285638828|4.7904|39.288601|~|~|~|~|14.313140|~|12.221|11.535|11.388|M0.4
80|2MASS J08542395+1257247|08 54 23.9433034656 +12 57 24.669876564|0.8181|~|~|~|~|~|18.671576|~|16.112|15.569|15.181|~
100|2MASS J08542648+1105034|08 54 26.4851710416 +11 05 03.407573184|1.8424|68.031601|~|~|~|~|15.458627|~|13.800|13.164|13.065|~
0|2MASS J08542841+1113088|08 54 28.4121648240 +11 13 08.850899964|1.4659|-42.452400|~|~|~|~|15.357383|~|13.469|12.853|12.735|~
80|2MASS J08543128+1234550|08 54 31.2691838688 +12 34 54.911439408|1.2418|~|~|~|~|~|18.012018|~|15.695|14.958|14.928|~
100|2MASS J08543353+1219079|08 54 33.5393349192 +12 19 07.996264392|1.7695|-3.5|~|11.28|10.38|~|10.035525|~|8.572|8.091|7.989|~
100|2MASS J08544343+1144570|08 54 43.4377800600 +11 44 57.179979600|2.3552|36.999298|~|~|~|~|14.765800|~|13.211|12.672|12.560|~
100|2MASS J08544504+1159398|08 54 45.0448825344 +11 59 39.977413008|2.0186|-30.887400|~|~|~|~|15.488230|~|13.794|13.169|13.108|~
83|2MASS J08545008+1234521|08 54 50.0784399864 +12 34 52.175877852|1.2216|~|~|~|~|~|16.830723|~|15.006|14.340|14.119|~
67|2MASS J08545055+1242375|08 54 50.5582385064 +12 42 37.668364992|1.2928|~|~|~|~|~|18.320883|~|15.753|15.083|15.123|~
100|2MASS J08545333+1119571|08 54 53.3284634664 +11 19 57.109987236|4.6544|6.7|~|~|~|~|12.917006|~|11.429|10.903|10.834|~
100|2MASS J08545396+1135580|08 54 53.9695944552 +11 35 57.981044112|2.7572|31.564400|~|~|~|~|15.591024|~|13.543|12.875|12.703|M0.9
100|2MASS J08545739+1201313|08 54 57.3940588272 +12 01 31.222605252|0.6388|61.749199|~|~|~|~|12.753518|~|11.244|10.695|10.615|~
100|2MASS J08545806+1143034|08 54 58.0687720968 +11 43 03.418225392|0.3756|63.5|~|~|~|~|13.514575|~|12.029|11.474|11.380|~
100|2MASS J08545897+1225409|08 54 58.9691183376 +12 25 40.870559424|2.9186|22.575600|~|~|~|~|13.723443|~|12.018|11.446|11.341|~
69|2MASS J08545934+1229281|08 54 59.3296294584 +12 29 27.200817600|0.4035|~|~|~|~|~|19.319717|~|16.809|16.012|15.731|~
100|2MASS J08550147+1046410|08 55 01.4834076264 +10 46 41.080962684|0.4171|12.119600|~|~|~|~|14.904249|~|13.543|13.001|12.951|~
100|2MASS J08550779+1149247|08 55 07.7942136504 +11 49 24.756044124|2.1257|-17.958000|~|~|~|~|15.276040|~|13.344|12.735|12.582|~
64|2MASS J08551241+1046321|08 55 12.4067862576 +10 46 32.003416416|1.1425|~|~|~|~|~|19.626205|~|16.582|15.911|~|~
100|2MASS J08551636+1148160|08 55 16.3666980144 +11 48 16.044263028|1.6768|-47.599701|~|~|~|~|15.197051|~|13.352|12.764|12.616|~
90|2MASS J08552438+1032581|08 55 24.3947336472 +10 32 58.266451248|1.0957|~|~|~|~|~|17.888849|~|15.483|14.934|14.594|~
100|2MASS J08553209+1136459|08 55 32.0877320568 +11 36 45.890395128|3.4029|20.1|~|~|~|~|14.373180|~|12.508|11.932|11.829|~
72|2MASS J08553219+1001271|08 55 32.1989419200 +10 01 27.482696364|1.0064|~|~|~|~|~|17.205910|~|15.258|14.569|14.474|~
78|2MASS J08553911+1118181|08 55 39.1083265488 +11 18 18.044737632|1.3266|~|~|~|~|~|18.707346|~|16.187|15.328|15.121|~
100|2MASS J08554853+1145185|08 55 48.5247550800 +11 45 18.509384628|2.5088|-28.059700|~|~|~|~|15.368497|~|13.385|12.742|12.565|~
78|2MASS J08555268+1056427|08 55 52.6861947144 +10 56 42.760664088|1.2802|~|~|~|~|~|18.077438|~|15.611|14.864|14.603|~
100|2MASS J08555977+1057277|08 55 59.7796875792 +10 57 27.628366608|0.5485|-18.32|~|~|~|~|12.833806|~|11.324|10.773|10.726|~
100|2MASS J08560791+1240365|08 56 07.91232 +12 40 36.5664|~|24.556999|~|~|~|~|~|~|11.863|11.225|11.060|~
90|2MASS J08561133+1217294|08 56 11.3373993696 +12 17 29.445513648|1.1837|~|~|~|~|~|18.290689|~|15.965|15.478|14.938|~
100|2MASS J08561533+1125592|08 56 15.3508384248 +11 25 59.242217700|0.6709|49.19|~|~|~|~|12.649781|~|11.095|10.588|10.457|~
99|2MASS J08561562+1028105|08 56 15.6236112960 +10 28 10.483502520|1.0055|~|~|~|~|~|17.701736|~|15.623|14.937|14.703|~
72|2MASS J08561934+1107192|08 56 19.3239106776 +11 07 19.258561416|1.0286|~|~|~|~|~|18.385260|~|16.101|15.360|14.969|~
100|2MASS J08562101+1120116|08 56 21.0123910368 +11 20 11.814177948|1.0799|24.658199|~|~|~|~|12.529033|~|11.129|10.657|10.512|~
99|2MASS J08562568+1154418|08 56 25.6757988456 +11 54 41.612449428|1.0966|~|~|~|~|~|16.401772|~|14.501|13.909|13.683|~
100|2MASS J08563294+1128171|08 56 32.9412439320 +11 28 17.386457304|1.1203|~|~|~|~|~|16.728403|~|14.932|14.274|14.110|~
100|2MASS J08563511+1124411|08 56 35.1111490440 +11 24 41.443315200|0.9304|-10.84|~|~|~|~|12.954291|~|11.435|10.929|10.817|G5
100|2MASS J08564209+1219047|08 56 42.0855101944 +12 19 04.632566758|0.5897|-19.142200|~|~|~|~|14.858617|~|13.532|13.019|12.956|~
100|2MASS J08564626+1122577|08 56 46.2667756128 +11 22 57.924099660|0.048|110.935997|~|~|~|~|14.624686|~|12.905|12.206|12.076|~
77|2MASS J08571134+1349183|08 57 11.3439399528 +13 49 18.378404760|0.9425|~|~|~|~|~|17.595352|~|15.642|14.834|14.811|~
68|2MASS J08574195+1338432|08 57 41.9589247608 +13 38 43.311929280|1.2123|~|~|~|~|~|17.886894|~|15.666|14.967|14.622|~
88|2MASS J08590488+1157024|08 59 04.8921392904 +11 57 03.144210588|1.2902|~|~|~|~|~|19.160467|~|16.575|16.013|15.247|~
75|2MASS J08592086+1224320|08 59 20.8512947472 +12 24 32.117211972|1.0677|~|~|~|~|~|17.040281|~|15.203|14.536|14.261|~
64|2MASS J09004176+1210314|09 00 41.7220436280 +12 10 31.255888188|0.6173|~|~|~|~|~|19.111858|~|16.657|15.689|15.770|~
70|2MASS J09055221+1359546|09 05 52.2177706610 +13 59 54.689389957|1.1270|46.497002|~|~|~|~|13.368466|~|12.375|12.129|12.031|~
0|AG+11 1049|08 54 53.1858974280 +11 42 22.244454288|0.4906|37.667189|~|11.72|10.24|~|9.223452|~|6.561|5.716|5.423|M0
100|ATO J131.0167+10.8305|08 44 04.0224048853 +10 49 50.286486070|2.2679|-12.61|~|15.285|14.309|14.062|13.924871|~|12.373|11.792|11.716|~
100|BD+11 1907|08 46 25.9674829128 +11 14 53.100279168|0.6914|35.17|~|12.127|10.856|~|10.389256|~|8.493|7.848|7.654|K0
0|BD+11 1913B|08 47 10.9007297424 +11 09 46.676749356|4.3448|~|~|8.3|8.603|~|8.570955|~|8.332|8.294|8.268|G5
100|BD+11 1918|08 49 08.8314035208 +11 22 49.563716988|5.5987|-8.473210|~|11.89|11.021|~|10.855977|~|9.838|9.583|9.491|G0
100|BD+11 1919|08 49 46.3507301760 +10 51 58.794381468|6.6902|45.455601|~|10.01|9.52|~|9.412575|~|8.534|8.300|8.244|F5
0|BD+11 1920|08 49 50.1658664208 +11 25 33.183984648|2.7803|-18.92|~|11.06|10.081|~|9.760712|~|8.306|7.850|7.753|~
0|BD+11 1921|08 49 49.8221849328 +11 09 28.599331464|13.9256|31.30|~|10.51|9.816|~|9.568481|~|8.433|8.064|8.025|G5
26|BD+11 1923|08 50 18.6164987928 +11 24 28.246085784|1.8643|14.95|~|9.93|8.821|~|8.447178|~|6.800|6.263|6.129|K0
0|BD+11 1924|08 50 19.8859295304 +11 21 30.584786508|3.0517|21.65|~|9.58|9.405|~|9.221260|~|8.715|8.607|8.566|A5
0|BD+11 1927|08 51 19.8537333936 +11 22 05.061644616|2.9999|-21.90|~|11.16|10.190|~|9.965690|~|8.514|8.054|7.982|~
0|BD+11 1932|08 52 02.0454409944 +11 13 37.632158904|6.3055|34.20|~|9.96|9.586|~|9.325434|~|8.379|8.112|8.053|F8
100|BD+11 1933|08 52 16.5567418104 +11 19 38.229045852|1.1787|33.8|~|11.341|10.115|~|9.695972|~|7.875|7.233|7.119|~
100|BD+11 1934|08 52 30.4731701328 +11 15 32.359179348|1.1631|34.01|~|10.41|8.823|~|7.948060|6.680|5.392|4.687|4.364|M0
100|BD+11 1940|08 54 47.4797807280 +11 09 21.472128432|27.551|24.46|~|11.23|10.07|9.684|9.642061|~|7.951|7.430|7.278|K3/4V
100|BD+12 1900|08 45 15.1409771376 +12 25 19.619122728|2.0076|20.546700|~|10.36|9.52|~|9.238000|~|7.848|7.457|7.309|K0
0|BD+12 1903|08 46 55.7792937456 +11 43 38.460746028|7.2525|-21.41|~|11.46|10.92|~|10.717415|~|9.664|9.373|9.256|G5
100|BD+12 1907|08 47 51.3120368064 +11 47 50.015170500|2.0311|23.824400|~|11.806|11.357|~|11.226116|~|10.430|10.253|10.201|~
100|BD+12 1908|08 48 03.7170490320 +11 37 21.039800232|3.6946|56.756199|~|11.24|10.93|~|10.741282|~|9.957|9.766|9.709|F8
100|BD+12 1909|08 48 12.4902916296 +12 19 21.827506656|12.1904|33.967400|~|11.17|10.35|~|10.069773|~|8.837|8.451|8.388|~
100|BD+12 1910|08 48 17.3081349000 +11 51 51.030841248|3.2432|11.977800|~|11.45|10.85|~|10.680748|~|9.849|9.633|9.563|~
100|BD+12 1912|08 49 16.2072655344 +12 20 02.757825096|3.1223|14.464900|~|10.71|10.10|~|10.023278|~|9.186|8.974|8.917|~
100|BD+12 1913|08 49 34.6572308376 +11 51 25.698205116|1.1512|34.091499|~|10.820|9.528|~|9.094762|~|7.203|6.546|6.394|K2
0|BD+12 1915|08 49 40.9123888128 +12 17 24.364193820|0.8906|18.415001|~|11.26|9.937|~|9.610017|~|7.874|7.289|7.144|~
25|BD+12 1916|08 49 49.9908089760 +11 35 25.733706972|2.298|48.390999|~|10.99|10.559|~|10.399834|~|9.557|9.374|9.264|~
100|BD+12 1917|08 49 56.8183190424 +11 41 32.987890788|1.1905|33.158|~|11.2|9.782|~|9.409208|8.540|7.542|6.915|6.69|K3III
50|BD+12 1918|08 50 02.4034898592 +11 55 24.836631528|2.2555|39.42|~|10.21|8.979|~|8.684303|~|7.077|6.565|6.449|K0
100|BD+12 1919|08 50 12.3013655424 +11 51 24.497893908|1.1811|32.7|~|10.395|9.098|8.842|8.222472|~|6.010|5.260|5.020|K5
100|BD+12 1920|08 50 18.2738243760 +11 55 21.204725232|1.2946|45.1|~|10.994|9.909|~|9.665227|8.890|8.087|7.531|7.423|~
0|BD+12 1921|08 50 21.0990835800 +12 21 11.689176636|1.1682|9.46|~|11.83|10.464|~|10.199388|~|8.520|7.978|7.819|~
0|BD+12 1922|08 50 43.8021246816 +12 07 40.644526008|0.7909|36.74|~|11.10|9.517|9.04|8.916858|~|6.544|5.727|5.515|~
0|BD+12 1923|No Coord.|4.11|~|~|11.09|10.646|~|10.475|~|9.655|9.419|9.339|~
100|BD+12 1924|08 51 20.0988475776 +12 18 10.429733196|1.1724|33.86|12.58|10.786|9.324|9.113|8.858565|~|6.809|6.116|5.933|K2
100|BD+12 1926|08 51 29.9058258360 +11 47 16.870629444|1.1672|36.3|~|11.004|9.555|9.360|9.234212|8.36|7.314|6.681|6.489|K3III
72|BD+12 1928|08 52 02.6251882992 +12 25 54.209737488|1.0607|67.62|~|11.181|9.993|~|9.628465|~|7.838|7.196|7.043|K0
50|BD+12 1929|08 52 10.5423935712 +12 17 53.852958672|5.4999|12.63|~|10.33|9.944|~|9.705128|~|8.799|8.559|8.454|~
100|BD+12 1930|08 52 10.7435074328 +11 44 05.867673842|1.1821|86.765800|~|10.81|10.700|~|10.640092|~|10.412|10.427|10.406|A1V
0|BD+12 1931|08 53 00.9312567360 +12 22 12.633997620|1.6012|-3.90|~|10.55|9.61|~|9.322637|~|7.883|7.441|7.31|G5
100|BD+12 1932|08 53 00.6044946360 +11 41 00.174431760|1.4081|15.6|~|11.69|10.56|10.32|10.292144|~|8.624|8.035|7.917|~
100|BD+12 1933|08 53 34.4664484896 +12 09 35.294233716|2.9461|-0.976236|~|10.57|10.20|~|10.179611|~|9.283|9.135|9.060|~
0|BD+12 1938|08 55 02.2873309656 +11 31 56.336456424|1.7267|21.93|~|10.70|9.49|~|9.171469|~|7.472|6.947|6.806|G5
0|BD+12 1939|08 55 24.592320 +12 07 35.94720|~|9.82|~|10.748|10.042|10.057|~|~|8.878|8.638|8.639|G1
100|BD+13 1989|08 47 13.7877119160 +12 36 13.518465156|3.5065|11.733000|13.095|12.019|10.989|~|10.749956|9.860|9.371|8.910|8.839|K0
0|BD+13 1993|08 48 37.9383695184 +12 39 52.331424264|3.8989|70.865898|~|10.24|9.38|~|9.161504|~|7.788|7.331|7.224|G5
0|BD+13 1996|08 49 47.5864688280 +12 44 24.832073616|4.7623|38.750301|~|10.50|10.04|~|9.966639|~|9.218|9.027|8.972|F2
0|BD+13 1999|08 50 50.8282244520 +12 59 05.252396640|1.2616|14.86|~|10.37|8.86|~|8.337009|~|6.278|5.568|5.328|K5
100|BD+13 2000|08 50 57.3190544640 +12 37 20.263193220|17.9896|26.861799|~|10.55|9.75|~|9.516300|~|8.261|7.854|7.778|K0
0|BD+13 2006|08 52 24.1244797536 +13 16 06.158566740|3.6464|~|~|9.77|9.345|~|9.236106|~|8.400|8.24|8.188|G5
100|Cl* NGC 2664 VCD 13|08 47 20.5283590968 +12 40 16.997150820|2.0862|8.048090|~|15.925|14.796|~|14.344325|13.568|12.931|12.462|12.365|~
100|Cl* NGC 2664 VCD 14|08 47 14.5235776416 +12 40 56.206260480|7.6854|28.588200|18.015|16.994|15.409|~|14.267910|12.986|11.875|11.281|11.103|M2.7
100|Cl* NGC 2664 VCD 4|08 47 06.6901495032 +12 34 38.721103824|0.6502|22.515600|13.524|12.528|11.414|~|11.141185|10.259|9.630|9.130|9.028|~
100|Cl* NGC 2682 ES I-10|08 51 17.7359716440 +11 46 54.729799968|1.1965|33.69|~|16.85|15.779|15.34|15.443939|14.608|13.820|13.279|13.21|~
100|Cl* NGC 2682 ES I-13|08 51 12.2198218416 +11 47 14.878646232|1.0355|33.8|16.224|15.89|15.107|14.653|14.911862|14.224|13.644|13.242|13.247|G6V
100|Cl* NGC 2682 ES I-16|08 51 06.4392137712 +11 47 30.673517820|1.2212|38.6|18.421|17.49|16.410|~|16.073326|15.250|14.506|13.912|13.823|~
100|Cl* NGC 2682 ES I-18|08 51 11.56800 +11 45 53.4240|~|34.658199|16.625|16.021|15.095|14.774|~|14.289|13.443|13.007|12.930|G7V
100|Cl* NGC 2682 ES I-182|08 51 25.9380237096 +11 33 00.078758316|1.1061|35.700500|~|13.26|12.734|~|12.560714|~|11.635|11.403|11.300|G4IV
100|Cl* NGC 2682 ES I-19|08 51 09.9155686152 +11 46 16.961571948|1.1633|32.51|15.463|15.24|14.564|14.506|14.379580|13.785|13.271|12.898|12.859|G2V
100|Cl* NGC 2682 ES I-2|08 51 25.2698940168 +11 48 13.588931376|1.166|33.70|15.104|14.89|14.265|13.772|13.985338|13.386|12.839|12.518|12.380|G4V
100|Cl* NGC 2682 ES I-201|08 51 26.0111967144 +11 48 27.351570312|1.0782|~|~|19.38|17.95|~|17.290304|~|15.251|14.519|14.324|~
100|Cl* NGC 2682 ES I-204|08 51 20.7049060704 +11 48 31.505497488|1.3259|~|~|20.157|18.607|17.8|17.790794|16.646|15.47|14.84|14.56|~
0|Cl* NGC 2682 ES I-21|08 51 07.1594548944 +11 45 43.403899860|0.8154|-29.15|16.918|16.63|15.864|~|15.649161|14.947|14.363|14.026|13.821|~
100|Cl* NGC 2682 ES I-218|08 51 14.1970204608 +11 47 13.756146468|1.2071|~|~|19.994|18.518|17.464|17.797817|16.711|15.59|14.85|14.58|~
100|Cl* NGC 2682 ES I-22|08 51 07.3580663208 +11 46 27.924856644|1.1215|33.256086|16.683|16.21|15.530|~|15.154757|14.480|13.915|13.499|13.43|~
100|Cl* NGC 2682 ES I-220|08 51 19.0021613232 +11 47 21.264607500|0.9837|~|~|20.230|18.722|17.871|17.997208|16.859|15.82|15.09|15.04|~
100|Cl* NGC 2682 ES I-225|08 51 16.4714057952 +11 46 07.465579968|1.0998|~|~|21.398|19.817|18.529|18.856638|17.625|16.48|15.78|15.29|~
100|Cl* NGC 2682 ES I-227|08 51 16.8204754992 +11 45 41.703547932|1.1697|33.62|15.122|14.87|14.221|~|13.967261|13.346|12.856|12.505|12.422|G6V
100|Cl* NGC 2682 ES I-242 b|08 51 14.4420520440 +11 45 03.406180392|1.1856|32.00|13.440|13.37|12.839|~|12.683977|12.172|~|~|~|~
75|Cl* NGC 2682 ES I-245|08 51 24.102720 +11 47 10.00428|~|~|14.294|12.93|12.22|13.00|~|12.781|11.836|11.582|11.580|~
100|Cl* NGC 2682 ES I-26|08 51 02.0496199968 +11 45 19.117555344|1.1186|32.82|16.060|15.73|14.982|~|14.785978|14.162|13.630|13.274|13.25|G7V
100|Cl* NGC 2682 ES I-3|08 51 24.8447176536 +11 48 04.044186432|1.0702|29.80|15.432|15.26|14.516|14.121|14.304366|13.669|13.054|12.695|12.594|G2V
1|Cl* NGC 2682 ES I-30|08 51 02.3124051984 +11 47 51.858394944|0.6904|49.17|16.140|16.09|15.557|~|15.364450|14.793|14.351|14.048|13.94|~
0|Cl* NGC 2682 ES I-35|08 50 56.3079284976 +11 46 34.627512756|1.5699|-9.50|~|17.39|16.20|16.00|15.832923|~|14.138|13.584|13.42|~
100|Cl* NGC 2682 ES I-4|08 51 22.1399222160 +11 48 27.955419156|1.1692|33.029400|17.122|16.62|15.708|~|15.436183|14.695|14.011|13.53|13.441|~
100|Cl* NGC 2682 ES I-42|08 50 52.3043923968 +11 45 03.594679416|1.2049|34.111400|15.555|15.32|14.639|14.577|14.465743|13.915|13.418|13.082|12.985|G3V
100|Cl* NGC 2682 ES I-43|08 50 56.2236755280 +11 45 15.833228400|1.115|34.20|18.497|17.41|16.280|~|15.818504|14.967|14.124|13.499|13.369|~
100|Cl* NGC 2682 ES I-46|08 50 53.3445488184 +11 43 40.066038660|1.1639|31.839899|15.318|15.06|14.448|~|14.216731|13.569|13.058|12.746|12.628|G0V
100|Cl* NGC 2682 ES I-49|08 51 16.2831897720 +11 44 32.938447020|1.1728|32.986301|14.166|14.12|13.419|~|13.301689|12.784|12.308|12.021|11.954|F5V
100|Cl* NGC 2682 ES I-50|08 51 17.7224075472 +11 44 29.561572500|1.093|30.03|16.629|16.26|15.347|~|14.996420|14.281|13.508|13.007|12.831|~
100|Cl* NGC 2682 ES I-51|08 51 24.9894408096 +11 45 42.994865340|0.9105|34.18|14.793|14.73|14.122|~|13.971025|13.449|13.032|12.748|12.692|G2V
